Tip Text,Display Date,Display Day,Group Name,Repeat Yearly
"Ingress into taurus;  earth/root/salt;  medicinal herbs and stimulants are very potent now; beware of overindulgence and drama; avoid fatty and salty food",2012-01-18,,daily-moon,
